"identifier","merged_newick","gauss_sd","total_nni_moves","merged_est_error","sum_of_constraint_errors"
n40h4,"(((((((t1,(t2)#H2)___internal6,(t3,(t4,#H2))___internal5),((t5,(t6)#H4)___internal11,(t8,(t7,#H4))___internal10)),(t9,(t10,((t12,((t15,(t16,t17)),((t13,t14)___internal9)#H3)___internal8),(t11,#H3))___internal7))),((t18,t19),(t20,(t21,(t22,(t23,t24)))))),(((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal2,#H1))___internal1),(((t37,t38),(t39,t40)),((t33,(t34,(t35,t36)))___internal4)#H1)___internal3)root;",0.670723915550158,2,4,4.0
n40h4,"(((((((t1,(t2)#H1)___internal2,(t4,(t3,#H1))___internal1),((t5,(t6)#H3)___internal8,(t8,(t7,#H3))___internal7)),(t9,(t10,(((((t15,t17),((t11,(t13,t14))___internal6)#H2)___internal5,t16),t12)___internal4,#H2))___internal3)),((t18,t19),(t20,(((t21,t22),t24),t23)))),(((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal10,#H4))___internal9),((t37,(t38,(t39,t40))),(((t33,t34),(t35,t36))___internal12)#H4)___internal11)root;",1.929587840112816,6,12,12.0
n40h4,"((((((((t1,(t2)#H1)___internal2,(t4,(t3,#H1))___internal1),((t5,(t6)#H2)___internal4,(t8,(t7,#H2))___internal3)),(t9,(t10,((t12,((t15,(t16,t17)),((t13,t14)___internal10)#H4)___internal9),(t11,#H4))___internal8))),((t18,t19),((t20,(t22,(t23,t24))),t21))),(t39,t40)),(t37,t38)),((((t25,t26),(t27,t28))___internal6,#H3),(((((t29,t30),t32),((t33,t34),(t35,t36))),t31)___internal7)#H3)___internal5)root;",1.4152801310460565,5,12,10.0
n40h4,"((((t1,(t2)#H2)___internal5,(t4,(t3,#H2))___internal4),((t9,(t10,((t12,((t15,(t16,t17)),((t13,t14)___internal3)#H1)___internal2),(t11,#H1))___internal1)),(((t18,t19),(t20,(t21,((t22,t23),t24)))),((((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal8,#H4))___internal7,(((t37,t38),(t39,t40)),(((t33,t34),(t35,t36))___internal10)#H4)___internal9)))),((t5,t8),((t6,#H3),(t7)#H3)___internal6))root;",1.159433848172515,2,8,4.0
n40h4,"((t1,((t4,(t2)#H3)___internal9,(t3,#H3))___internal8),(((t8,(t7,#H4))___internal10,((t5,t6)___internal12)#H4)___internal11,((t9,(t10,((t11,((t13,(((t15,t17),t16)___internal7)#H2)___internal6,t14)),(t12,#H2))___internal5)),(((t18,t19),((t20,(t22,(t23,t24))),t21)),(((t25,t26),((t27,t28),((t29,(t30,(t31,t32)))___internal2,#H1))___internal1),((((t33,t34),(t35,t36)),((t37,t38),(t39,t40)))___internal4)#H1)___internal3))))root;",0.18615140521919252,15,26,22.0
n40h4,,3.1615252997039867,3,-1,6.0
n40h4,"(((((((t1,(t2)#H1)___internal2,(t4,(t3,#H1))___internal1),((t5,(t6)#H3)___internal8,(t8,(t7,#H3))___internal7)),(t9,(t10,((((t13,t14),(t15,(t16,t17))),(t11)#H4)___internal10,(t12,#H4))___internal9))),((((t25,(t27,t28)),t26),(((t29,t30),(t31,t32))___internal4,#H2))___internal3,(((t37,t38),(t39,t40)),(((t33,t34),(t35,t36))___internal6)#H2)___internal5)),(t18,t19)),(t20,(((t21,t22),t23),t24)))root;",0.07065890161637851,6,12,12.0
n40h4,"((((((((t2,(t1)#H1)___internal2,t4),(t3,#H1))___internal1,((t7,(t8,#H3))___internal7,((t5,t6)___internal9)#H3)___internal8),(t9,(((t11,t12),((t15,(t16,t17)),((t13,t14)___internal12)#H4)___internal11),(t10,#H4))___internal10)),((t18,t19),((t20,(t21,(t23,t24))),t22))),((t37,(((t33,t34),(t35,t36))___internal6)#H2)___internal5,(t38,(t39,t40)))),((t25,(t26,(t27,t28))),(((t29,(t31,t32)),t30)___internal4,#H2))___internal3)root;",0.4161492281856832,14,26,26.0
n40h4,,2.3334420017963384,4,-1,8.0
n40h4,"((((((((t1,t4),(t3,#H4))___internal10,(t2)#H4)___internal11,(((t5,(t6)#H2)___internal6,t7),(t8,#H2))___internal5),(t9,(t10,((t11,(t12,(((t13,(t14)#H3)___internal9,t15),(t16,t17))))___internal8,#H3))___internal7)),((t18,t19),(((t20,t21),(t23,t24)),t22))),(((t25,t26),((((t29,t30),t32),t31)___internal2,#H1))___internal1,(t27,t28))),(((t37,t38),(t39,t40)),((((t33,t35),t34),t36)___internal4)#H1)___internal3)root;",0.34858347927334365,14,26,26.0
n40h4,"(((t25,t26),(t27,t28)),((((((((t1,(t2)#H2)___internal5,(t4,(t3,#H2))___internal4),((t5,(t6)#H3)___internal7,(t8,(t7,#H3))___internal6)),(t9,(((t10,(t12,((t15,(t16,t17)),((t13,t14)___internal11)#H4)___internal10)),t11)___internal9,#H4))___internal8),((t18,t19),(t20,(t21,(t22,(t23,t24)))))),(((t37,t38),(t39,t40)),((t33,(t34,(t35,t36)))___internal3)#H1)___internal2),((t29,t30),(t31,t32)))___internal1,#H1))root;",0.5234746608702523,4,8,8.0
n40h4,"((t1,((t4,(t3,#H1))___internal1,(t2)#H1)___internal2),(((t5,(t6)#H3)___internal8,(t8,(t7,#H3))___internal7),((t9,(t10,((t12,((t15,((t13,t14)___internal11)#H4)___internal10,(t16,t17))),(t11,#H4))___internal9)),(((t18,t19),((t20,(t22,(t23,t24))),t21)),((((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal4,#H2))___internal3,((t37,(t38,(t39,t40))),(((t33,t34),(t35,t36))___internal6)#H2)___internal5)))))root;",1.0769523596587092,4,8,8.0
n40h4,,2.774656876428696,1,-1,2.0
n40h4,"((t1,((t4,(t2,#H4))___internal11,(t3)#H4)___internal12),(((t5,(t8,(t7,#H1))___internal1),(t6)#H1)___internal2,((t9,(t10,((t11,(t12,((t15,(t16,t17)),((t13,t14)___internal6)#H2)___internal5))___internal4,#H2))___internal3),(((t18,t19),((t20,(t21,(t23,t24))),t22)),((((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal8,#H3))___internal7,((((t37,t38),t39),t40),((t33,(t34,(t35,t36)))___internal10)#H3)___internal9)))))root;",0.7027421520570809,8,16,16.0
n40h4,"((((t1,(t2)#H3)___internal7,(t4,(t3,#H3))___internal6),((t9,((t10,(t12,((t15,((t13,t14)___internal5)#H2)___internal4,(t16,t17)))),(t11,#H2))___internal3),(((t18,t19),(t20,(t21,((t22,t23),t24)))),((((t25,t26),(t27,t28)),(((t33,t34),(t35,t36))___internal11)#H4)___internal10,(((t37,t38),(t39,t40)),(((t29,t30),(t31,t32))___internal9,#H4))___internal8)))),((t5,(t8,(t7,#H1))___internal1),(t6)#H1)___internal2)root;",1.3264740206087822,5,12,10.0
n40h4,,2.3317769952932985,15,-1,12.0
n40h4,"(((t1,(t3,#H2))___internal4,(t4,(t2)#H2)___internal5),(((t5,t8),((t6,#H4),(t7)#H4)___internal10),((t9,(t10,((((t15,(t16,t17)),(t11,#H1))___internal1,t12),((t13,t14)___internal3)#H1)___internal2)),(((t18,t19),((t20,t21),(t22,(t23,t24)))),(((t25,t26),((t27,t28),((((t29,t30),t32),t31)___internal7,#H3))___internal6),((((t37,t38),t39),t40),(((t33,t34),(t35,t36))___internal9)#H3)___internal8)))))root;",0.9984735167968265,8,22,20.0
n40h4,,2.784552096412575,1,-1,2.0
n40h4,"((((t25,t26),(t27,t28)),((((((((((t1,t9),(t10,((t12,((t15,(t16,t17)),((t13,t14)___internal5)#H2)___internal4),(t11,#H2))___internal3)),(t2)#H1)___internal2,(t4,(t3,#H1))___internal1),(((t5,(t6)#H3)___internal7,t8),(t7,#H3))___internal6),(t20,(((t21,t24),t22),t23))),((t29,t30),(t31,t32))),(t35,t36)),t34)___internal9,#H4))___internal8,(((((t18,t19),t40),t39),(t37,t38)),(t33)#H4)___internal10)root;",2.415770702119354,9,34,12.0
n40h4,"(((((((t1,(t2)#H3)___internal8,(t4,(t3,#H3))___internal7),((t5,(t7)#H4)___internal10,(t8,(t6,#H4))___internal9)),(t9,(t10,((t12,(((t16,t17),(t14)#H2)___internal6,t15)),((t11,t13)___internal5,#H2))___internal4))),((((t25,t26),(t27,t28)),(((t29,(t30,#H1))___internal1,t32),t31)),(((t37,t38),(t39,t40)),(((t33,t34),(t35,t36))___internal3)#H1)___internal2)),(t18,t19)),((((t20,t21),t22),t24),t23))root;",0.12861968564646384,12,22,18.0
n40h4,,3.6528971002306676,13,-1,18.0
n40h4,"((((t37,t38),(t39,t40)),((((((((t1,(t3,#H1))___internal1,(((t4,t10),((t12,((t15,(t16,t17)),((t13,t14)___internal12)#H4)___internal11),(t11,#H4))___internal10),((t2,t9)___internal3)#H1)___internal2),((t5,(t6)#H3)___internal9,(t8,(t7,#H3))___internal8)),t36),((t18,t19),(t20,(t21,(t22,(t23,t24)))))),t35),(t33,t34))___internal7)#H2)___internal6,((((t25,t26),t28),t27),(((t29,t30),(t31,t32))___internal5,#H2))___internal4)root;",2.6956600701358555,2,28,6.0
n40h4,"((((t1,(t2)#H4)___internal13,(t4,(t3,#H4))___internal12),((t5,(t6)#H3)___internal11,((t7,t8)___internal10,#H3))___internal9),((t9,(t10,((t11,(t12,((t15,(t16,t17)),((t13,t14)___internal4)#H1)___internal3))___internal2,#H1))___internal1),(((t18,t19),(t20,((t21,(t23,t24)),t22))),((((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal6,#H2))___internal5,((((t33,t34),(t35,t36)),((t37,t38),(t39,t40)))___internal8)#H2)___internal7)))root;",0.6418751682563321,6,8,8.0
n40h4,"((((((t1,(t2)#H1)___internal2,t4),t3),((t9,((t10,(((t11,((t13,t14)___internal10)#H3)___internal9,(t15,(t16,t17))),t12))___internal8,#H3))___internal7,(((t18,t19),(t20,(t21,((t22,t23),t24)))),((((t27,t28),((t25,t26)___internal4,#H2))___internal3,((t29,t30),(t31,t32))),(((t37,t38),(t39,t40)),(((t33,t34),(t35,t36))___internal6)#H2)___internal5))))___internal1,#H1),(((t5,((t6,t7)___internal13)#H4)___internal12,t8)___internal11,#H4))root;",0.323592985503577,15,18,16.0
n40h4,"(((((((t1,(t2)#H1)___internal2,(t4,(t3,#H1))___internal1),((t5,(t6)#H4)___internal9,(t8,(t7,#H4))___internal8)),(t9,((t10,(t11,((t13,#H3),(t14)#H3)___internal7)),(t12,(t15,(t16,t17)))))),((t18,t19),((t20,((t21,t23),t24)),t22))),(((t33,t34),(((t37,t38),(t39,t40))___internal6)#H2)___internal5,(t35,t36))),((t27,t28),(((t25,((t29,t30),(t31,t32))),t26)___internal4,#H2))___internal3)root;",0.7531241983816406,11,24,20.0
n40h4,,5.4378899028075365,13,-1,16.0
n40h4,"(((((((t1,(t2)#H2)___internal6,(t4,(t3,#H2))___internal5),((t5,(t6)#H4)___internal11,(t8,(t7,#H4))___internal10)),(t9,(t10,((t12,((t15,(t16,t17)),((t13,t14)___internal9)#H3)___internal8),(t11,#H3))___internal7))),((t18,t19),(t20,(t21,(t22,(t23,t24)))))),(((t33,t34),(t35,t36)),(((t37,t38),(t39,t40))___internal4)#H1)___internal3),(((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal2,#H1))___internal1)root;",1.5585066607621134,1,2,2.0
n40h4,"(((((((t1,(t2)#H2)___internal5,(t4,(t3,#H2))___internal4),((t5,(t6)#H3)___internal7,(t7,(t8,#H3))___internal6)),(t9,((t10,(t11,#H1))___internal1,(t12,((t15,(t16,t17)),((t13,t14)___internal3)#H1)___internal2)))),((((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal9,#H4))___internal8,(((t37,t38),(t39,t40)),(((t33,(t35,t36)),t34)___internal11)#H4)___internal10)),(t18,t19)),(((t20,t21),(t22,t23)),t24))root;",0.6318345975856057,6,12,12.0
n40h4,"((((((t1,((t4,(t3,#H2))___internal3,(t2)#H2)___internal4),((t5,(t6)#H1)___internal2,(t8,(t7,#H1))___internal1)),(t9,(t10,((t11,((t12,t15),((t13,(t14,(t17)#H4)___internal11),t16)))___internal10,#H4))___internal9)),((((t25,t26),(t27,t28)),(((t29,t30),(t31,t32))___internal6,#H3))___internal5,((((t33,t34),(t35,t36)),((t37,t38),(t39,t40)))___internal8)#H3)___internal7),(t18,t19)),((((t20,t21),t24),t23),t22))root;",0.16152703633714688,12,22,22.0
n40h4,"(((t25,t26),(t27,t28)),((((((((((((t1,t2)___internal10,#H4),(t3)#H4)___internal9,t4),(((t5,((t6,t7)___internal4)#H1)___internal3,t8)___internal2,#H1))___internal1,(t9,(((t10,(t12,(t15,(t16,t17)))),t11),((t13,#H2),(t14)#H2)___internal5))),((t18,t19),(t20,(t21,(t22,(t23,t24)))))),((((t37,t38),t39),t40),(((t33,t34),(t35,t36))___internal8)#H3)___internal7),(t29,t30)),t31),t32)___internal6,#H3))root;",0.6318952567661104,16,28,26.0
n80h8,"(OUTGROUP,((((t41,(((t43,t49),((t50,(t51,((t52,((t55,(t56,t57)),((t53,t54)___internal4)#H1)___internal3)___internal2,#H1))___internal1),(((t58,t59),(t60,(t61,((t62,t64),t63)))),(((t65,((t67,t68),((t69,t70),(t71,(t72,#H7))___internal19))),t66),(((t77,(t79,t80)),t78),(((t73,t74),(t75,t76))___internal21)#H7)___internal20))))___internal12)#H4)___internal11,(t44,(t42,#H4))___internal10),((((t45,t47),(t46)#H5)___internal15,t48)___internal14,#H5))___internal13,(((t5,(t6)#H8)___internal23,(t8,(t7,#H8))___internal22),((((t1,(t2,#H6))___internal16,((t3,t9)___internal18)#H6)___internal17,t4),((t10,(((t15,(t11,#H2))___internal5,(t16,t17)),(t12,((t13,t14)___internal7)#H2)___internal6)),(((t18,t19),((t20,((t22,t24),t23)),t21)),(((t29,t30),(t31,t32)),(((((t33,t34),t36)___internal9,#H3),(t35)#H3)___internal8,((t27,t28),((t25,t26),((t37,t38),(t39,t40))))))))))));",1.7469859951918747,24,74,42.0
n80h8,"(OUTGROUP,(((((t41,(t42)#H5)___internal10,((t43,t44)___internal9,#H5))___internal8,((t45,(t46)#H1)___internal2,(t48,(t47,#H1))___internal1)),((t49,(t50,((t51,((t53,#H8),(t54)#H8)___internal18),(t52,(t55,(t56,t57)))))),(((t58,t59),(((t60,t63),t64),(t61,t62))),((((t65,t66),(t67,t68)),(((t69,t70),(t71,t72))___internal12,#H6))___internal11,(((t77,t78),(t79,t80)),(((t73,t74),(t75,t76))___internal14)#H6)___internal13)))),((((t1,t4),((t2,#H4),(t3)#H4)___internal7),((t6,(t5)#H3)___internal6,((t7,t8)___internal5,#H3))___internal4),((t9,(t10,(((t11,#H2),(t12)#H2)___internal3,((t13,t14),(t15,(t16,t17)))))),(((t18,t19),((t20,t22),((t21,t24),t23))),((((t33,t34)___internal16,#H7),((t35,t36)___internal17)#H7)___internal15,(((t29,(t31,t32)),t30),((((t25,t26),t28),t27),((t37,t38),(t39,t40))))))))));",0.3372148289268073,27,50,38.0
n80h8,"(OUTGROUP,(((((t1,(t2)#H2)___internal6,(t4,(t3,#H2))___internal5),((t5,(t6)#H8)___internal23,(t8,(t7,#H8))___internal22)),((t9,(t10,(((t11,(((t15,t17),t16),((t13,t14)___internal4)#H1)___internal3),t12)___internal2,#H1))___internal1),(((t18,t19),((t20,((t22,t24),t23)),t21)),((((t37,t38),(t39,t40)),((((t29,t30),(t31,t32)),((t33,t34),(t35,t36)))___internal10)#H3)___internal9,(((t25,t26),(t27,t28))___internal8,#H3))___internal7))),((((t41,(t42)#H7)___internal21,((t43,t44)___internal20,#H7))___internal19,((t45,(t46)#H4)___internal12,(t48,(t47,#H4))___internal11)),((t49,(t50,((t51,(t52,((t54,(t53)#H5)___internal15,(t55,(t56,t57)))))___internal14,#H5))___internal13),(((t58,t59),(((t60,t62),t61),(t63,t64))),((t75,t76),((((t69,(t70,t72)),t71),((t65,(t66,(t67,t68))),((t73,(t74)#H6)___internal18,((t77,t78),(t79,t80)))))___internal16,#H6))___internal17)))));",0.8009828243185255,22,40,36.0
n80h8,,4.026134196247438,3,-1,6.0
n80h8,,3.691312920081841,9,-1,14.0
n80h8,"(OUTGROUP,((((((t1,(t2)#H7)___internal19,t4),(t3,#H7))___internal18,((t5,(t6)#H5)___internal13,(t8,(t7,#H5))___internal12)),((t9,(t10,(t11,((t12,((t15,(t16,t17)),((t13,t14)___internal23)#H8)___internal22)___internal21,#H8))___internal20)),(((t18,t19),((t20,t24),(t21,(t22,t23)))),((((t25,(t27,t28)),t26),((t29,t30),((t31,t32)___internal15,#H6))___internal14),(((t37,t38),(t39,t40)),(((t33,t34),(t35,t36))___internal17)#H6)___internal16)))),(((((t41,(t42)#H1)___internal2,(t43,#H1))___internal1,t44),((t46,(t45)#H3)___internal7,(t48,(t47,#H3))___internal6)),((t49,(t50,(((t52,(t55,(t56,t57))),((t53,t54)___internal5)#H2)___internal4,(t51,#H2))___internal3)),(((t58,t59),(t60,(t61,((t62,t63),t64)))),(((((t65,t66),t68),t67),(((t69,t70),(t71,t72))___internal9,#H4))___internal8,((((t73,t74),t76),t75),((t77,(t78,(t79,t80)))___internal11)#H4)___internal10))))));",0.5871297010411471,19,38,30.0
n80h8,"(OUTGROUP,(((((t41,(t43,#H2))___internal5,(t44,(t42)#H2)___internal6),(((t45,(t46)#H5)___internal13,(t47,#H5))___internal12,t48)),((t49,(t50,(((t52,((t53,t54)___internal19)#H7)___internal18,(t55,(t56,t57))),(t51,#H7))___internal17)),(((t58,t59),((t60,(t62,(t63,t64))),t61)),((((t65,t66),(t67,t68)),(((t69,t70),(t71,t72))___internal21,#H8))___internal20,(((t77,t78),(t79,t80)),(((t73,t74),(t75,t76))___internal23)#H8)___internal22)))),((((t5,(t7,#H3))___internal7,(t8,(t6)#H3)___internal8),(((t1,(t2)#H6)___internal16,(t3,t4))___internal15,#H6))___internal14,((t9,((t10,(t12,(((t15,t16),t17),((t13,t14)___internal11)#H4)___internal10)),(t11,#H4))___internal9),(((t18,t19),(t20,((t21,(t23,t24)),t22))),((((t33,t34),((t37,(t39,t40)),t38)),((t35,t36)___internal4)#H1)___internal3,((t25,(t27,t28)),(t26,((t31,t32),((t29,t30)___internal2,#H1))___internal1))))))));",0.9126850126030196,23,40,34.0
