num_nets_with_moves,num_total_moves,est_errors,constraint_diffs,net_id
21,35,-1.0,70.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,8.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,16.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,8.0,8.0,n100r5
1,5,8.0,8.0,n500r25
8,5,28.0,10.0,n500r25
15,5,28.0,10.0,n500r25
21,5,22.0,10.0,n500r25
1,15,16.0,14.0,n100r5
3,15,20.0,18.0,n100r5
5,15,28.0,26.0,n100r5
1,15,46.0,26.0,n500r25
8,15,38.0,30.0,n500r25
15,15,50.0,30.0,n500r25
21,15,32.0,32.0,n500r25
1,20,14.0,12.0,n100r5
3,20,26.0,24.0,n100r5
5,20,40.0,38.0,n100r5
1,20,64.0,44.0,n500r25
8,20,68.0,46.0,n500r25
15,20,40.0,40.0,n500r25
21,20,62.0,50.0,n500r25
1,35,36.0,36.0,n100r5
3,35,50.0,48.0,n100r5
5,35,54.0,52.0,n100r5
1,35,44.0,42.0,n500r25
8,35,78.0,54.0,n500r25
15,35,120.0,80.0,n500r25
21,35,84.0,70.0,n500r25
1,1,2.0,2.0,n100r5
3,1,4.0,2.0,n100r5
5,1,8.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,12.0,10.0,n100r5
1,5,10.0,10.0,n500r25
8,5,10.0,10.0,n500r25
15,5,22.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,24.0,24.0,n100r5
3,15,30.0,28.0,n100r5
5,15,30.0,28.0,n100r5
1,15,10.0,10.0,n500r25
8,15,36.0,26.0,n500r25
15,15,44.0,30.0,n500r25
21,15,38.0,28.0,n500r25
1,20,30.0,30.0,n100r5
3,20,38.0,38.0,n100r5
5,20,44.0,36.0,n100r5
1,20,46.0,34.0,n500r25
8,20,64.0,48.0,n500r25
15,20,44.0,32.0,n500r25
21,20,-1.0,50.0,n500r25
1,35,38.0,38.0,n100r5
3,35,66.0,66.0,n100r5
5,35,54.0,52.0,n100r5
1,35,60.0,46.0,n500r25
8,35,84.0,66.0,n500r25
15,35,92.0,80.0,n500r25
21,35,114.0,98.0,n500r25
1,1,8.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,18.0,2.0,n500r25
8,1,14.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,12.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,44.0,8.0,n500r25
8,5,10.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,28.0,28.0,n100r5
3,15,46.0,44.0,n100r5
5,15,30.0,30.0,n100r5
1,15,14.0,14.0,n500r25
8,15,54.0,38.0,n500r25
15,15,40.0,28.0,n500r25
21,15,42.0,30.0,n500r25
1,20,16.0,14.0,n100r5
3,20,46.0,34.0,n100r5
5,20,44.0,36.0,n100r5
1,20,34.0,24.0,n500r25
8,20,78.0,60.0,n500r25
15,20,40.0,40.0,n500r25
21,20,44.0,40.0,n500r25
1,35,40.0,32.0,n100r5
3,35,58.0,48.0,n100r5
5,35,54.0,52.0,n100r5
1,35,-1.0,50.0,n500r25
8,35,78.0,64.0,n500r25
15,35,70.0,70.0,n500r25
21,35,110.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,24.0,2.0,n500r25
21,1,0.0,0.0,n500r25
1,5,10.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,26.0,10.0,n100r5
1,5,10.0,10.0,n500r25
8,5,16.0,6.0,n500r25
15,5,10.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,10.0,10.0,n100r5
3,15,30.0,30.0,n100r5
5,15,34.0,30.0,n100r5
1,15,38.0,20.0,n500r25
8,15,40.0,30.0,n500r25
15,15,42.0,28.0,n500r25
21,15,50.0,28.0,n500r25
1,20,18.0,16.0,n100r5
3,20,34.0,30.0,n100r5
5,20,38.0,38.0,n100r5
1,20,28.0,18.0,n500r25
8,20,48.0,32.0,n500r25
15,20,34.0,32.0,n500r25
21,20,54.0,42.0,n500r25
1,35,22.0,20.0,n100r5
3,35,36.0,34.0,n100r5
5,35,64.0,52.0,n100r5
1,35,44.0,28.0,n500r25
8,35,-1.0,58.0,n500r25
15,35,80.0,70.0,n500r25
21,35,76.0,64.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,10.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,12.0,10.0,n100r5
3,5,12.0,12.0,n100r5
5,5,10.0,8.0,n100r5
1,5,10.0,10.0,n500r25
8,5,12.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,16.0,16.0,n100r5
3,15,28.0,34.0,n100r5
5,15,24.0,22.0,n100r5
1,15,48.0,36.0,n500r25
8,15,44.0,40.0,n500r25
15,15,50.0,30.0,n500r25
21,15,26.0,24.0,n500r25
1,20,22.0,20.0,n100r5
3,20,34.0,32.0,n100r5
5,20,42.0,36.0,n100r5
1,20,28.0,18.0,n500r25
8,20,54.0,40.0,n500r25
15,20,64.0,56.0,n500r25
21,20,82.0,52.0,n500r25
1,35,36.0,30.0,n100r5
3,35,46.0,44.0,n100r5
5,35,58.0,56.0,n100r5
1,35,16.0,16.0,n500r25
8,35,74.0,60.0,n500r25
15,35,74.0,64.0,n500r25
21,35,96.0,66.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,4.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,14.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,12.0,6.0,n500r25
8,5,26.0,12.0,n500r25
15,5,24.0,16.0,n500r25
21,5,20.0,10.0,n500r25
1,15,30.0,26.0,n100r5
3,15,38.0,38.0,n100r5
5,15,26.0,26.0,n100r5
1,15,24.0,24.0,n500r25
8,15,44.0,42.0,n500r25
15,15,34.0,32.0,n500r25
21,15,42.0,32.0,n500r25
1,20,16.0,14.0,n100r5
3,20,32.0,32.0,n100r5
5,20,50.0,36.0,n100r5
1,20,28.0,24.0,n500r25
8,20,54.0,46.0,n500r25
15,20,60.0,50.0,n500r25
21,20,60.0,40.0,n500r25
1,35,40.0,40.0,n100r5
3,35,56.0,52.0,n100r5
5,35,52.0,50.0,n100r5
1,35,60.0,44.0,n500r25
8,35,84.0,72.0,n500r25
15,35,102.0,90.0,n500r25
21,35,118.0,78.0,n500r25
1,1,4.0,2.0,n100r5
3,1,4.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,8.0,8.0,n100r5
3,5,22.0,22.0,n100r5
5,5,16.0,10.0,n100r5
1,5,18.0,8.0,n500r25
8,5,20.0,10.0,n500r25
15,5,10.0,8.0,n500r25
21,5,24.0,10.0,n500r25
1,15,20.0,16.0,n100r5
3,15,34.0,32.0,n100r5
5,15,44.0,42.0,n100r5
1,15,16.0,16.0,n500r25
8,15,48.0,42.0,n500r25
15,15,30.0,30.0,n500r25
21,15,52.0,38.0,n500r25
1,20,20.0,18.0,n100r5
3,20,40.0,40.0,n100r5
5,20,38.0,34.0,n100r5
1,20,38.0,28.0,n500r25
8,20,60.0,40.0,n500r25
15,20,66.0,42.0,n500r25
21,20,58.0,40.0,n500r25
1,35,32.0,30.0,n100r5
3,35,32.0,30.0,n100r5
5,35,68.0,68.0,n100r5
1,35,32.0,32.0,n500r25
8,35,106.0,76.0,n500r25
15,35,84.0,82.0,n500r25
21,35,120.0,98.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,0.0,0.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,14.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,20.0,20.0,n100r5
3,5,20.0,20.0,n100r5
5,5,10.0,10.0,n100r5
1,5,20.0,10.0,n500r25
8,5,32.0,10.0,n500r25
15,5,24.0,22.0,n500r25
21,5,10.0,10.0,n500r25
1,15,30.0,28.0,n100r5
3,15,20.0,18.0,n100r5
5,15,34.0,32.0,n100r5
1,15,44.0,26.0,n500r25
8,15,54.0,42.0,n500r25
15,15,32.0,30.0,n500r25
21,15,50.0,30.0,n500r25
1,20,28.0,28.0,n100r5
3,20,40.0,32.0,n100r5
5,20,52.0,46.0,n100r5
1,20,28.0,28.0,n500r25
8,20,46.0,36.0,n500r25
15,20,46.0,44.0,n500r25
21,20,76.0,48.0,n500r25
1,35,18.0,16.0,n100r5
3,35,54.0,44.0,n100r5
5,35,50.0,48.0,n100r5
1,35,36.0,26.0,n500r25
8,35,62.0,58.0,n500r25
15,35,102.0,84.0,n500r25
21,35,84.0,60.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,8.0,10.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,8.0,8.0,n100r5
1,5,10.0,8.0,n500r25
8,5,20.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,10.0,10.0,n500r25
1,15,30.0,28.0,n100r5
3,15,26.0,26.0,n100r5
5,15,50.0,50.0,n100r5
1,15,28.0,18.0,n500r25
8,15,30.0,30.0,n500r25
15,15,36.0,30.0,n500r25
21,15,34.0,30.0,n500r25
1,20,28.0,28.0,n100r5
3,20,26.0,26.0,n100r5
5,20,40.0,40.0,n100r5
1,20,28.0,18.0,n500r25
8,20,40.0,40.0,n500r25
15,20,56.0,52.0,n500r25
21,20,52.0,46.0,n500r25
1,35,14.0,12.0,n100r5
3,35,42.0,38.0,n100r5
5,35,82.0,72.0,n100r5
1,35,46.0,34.0,n500r25
8,35,90.0,62.0,n500r25
15,35,94.0,66.0,n500r25
21,35,102.0,82.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,12.0,10.0,n100r5
1,5,10.0,10.0,n500r25
8,5,16.0,10.0,n500r25
15,5,30.0,18.0,n500r25
21,5,30.0,18.0,n500r25
1,15,16.0,16.0,n100r5
3,15,26.0,28.0,n100r5
5,15,26.0,24.0,n100r5
1,15,30.0,20.0,n500r25
8,15,48.0,30.0,n500r25
15,15,42.0,30.0,n500r25
21,15,52.0,38.0,n500r25
1,20,20.0,18.0,n100r5
3,20,42.0,42.0,n100r5
5,20,44.0,44.0,n100r5
1,20,40.0,30.0,n500r25
8,20,44.0,34.0,n500r25
15,20,48.0,38.0,n500r25
21,20,56.0,38.0,n500r25
1,35,38.0,38.0,n100r5
3,35,48.0,40.0,n100r5
5,35,74.0,64.0,n100r5
1,35,50.0,38.0,n500r25
8,35,58.0,56.0,n500r25
15,35,-1.0,64.0,n500r25
21,35,110.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,8.0,2.0,n500r25
8,1,4.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,12.0,10.0,n100r5
3,5,10.0,8.0,n100r5
5,5,10.0,10.0,n100r5
1,5,28.0,10.0,n500r25
8,5,22.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,18.0,16.0,n100r5
3,15,18.0,18.0,n100r5
5,15,36.0,36.0,n100r5
1,15,28.0,24.0,n500r25
8,15,44.0,30.0,n500r25
15,15,-1.0,40.0,n500r25
21,15,68.0,30.0,n500r25
1,20,24.0,22.0,n100r5
3,20,36.0,34.0,n100r5
5,20,60.0,40.0,n100r5
1,20,20.0,20.0,n500r25
8,20,50.0,40.0,n500r25
15,20,56.0,40.0,n500r25
21,20,50.0,40.0,n500r25
1,35,14.0,12.0,n100r5
3,35,46.0,44.0,n100r5
5,35,50.0,48.0,n100r5
1,35,42.0,32.0,n500r25
8,35,84.0,62.0,n500r25
15,35,-1.0,78.0,n500r25
21,35,-1.0,76.0,n500r25
1,1,4.0,2.0,n100r5
3,1,4.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,18.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,4.0,2.0,n500r25
1,5,14.0,14.0,n100r5
3,5,12.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,-1.0,24.0,n500r25
8,5,34.0,18.0,n500r25
15,5,32.0,20.0,n500r25
21,5,32.0,8.0,n500r25
1,15,10.0,8.0,n100r5
3,15,36.0,22.0,n100r5
5,15,22.0,22.0,n100r5
1,15,20.0,20.0,n500r25
8,15,44.0,28.0,n500r25
15,15,46.0,30.0,n500r25
21,15,28.0,26.0,n500r25
1,20,26.0,22.0,n100r5
3,20,62.0,38.0,n100r5
5,20,38.0,34.0,n100r5
1,20,38.0,28.0,n500r25
8,20,-1.0,50.0,n500r25
15,20,54.0,42.0,n500r25
21,20,60.0,42.0,n500r25
1,35,28.0,28.0,n100r5
3,35,38.0,38.0,n100r5
5,35,70.0,62.0,n100r5
1,35,-1.0,38.0,n500r25
8,35,102.0,72.0,n500r25
15,35,84.0,70.0,n500r25
21,35,88.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,6.0,6.0,n100r5
3,5,18.0,18.0,n100r5
5,5,26.0,26.0,n100r5
1,5,10.0,10.0,n500r25
8,5,20.0,10.0,n500r25
15,5,8.0,8.0,n500r25
21,5,30.0,18.0,n500r25
1,15,24.0,24.0,n100r5
3,15,34.0,34.0,n100r5
5,15,34.0,24.0,n100r5
1,15,30.0,26.0,n500r25
8,15,28.0,28.0,n500r25
15,15,46.0,38.0,n500r25
21,15,36.0,30.0,n500r25
1,20,20.0,20.0,n100r5
3,20,40.0,36.0,n100r5
5,20,36.0,32.0,n100r5
1,20,40.0,30.0,n500r25
8,20,80.0,58.0,n500r25
15,20,74.0,48.0,n500r25
21,20,80.0,70.0,n500r25
1,35,42.0,40.0,n100r5
3,35,42.0,40.0,n100r5
5,35,52.0,50.0,n100r5
1,35,36.0,32.0,n500r25
8,35,76.0,58.0,n500r25
15,35,-1.0,68.0,n500r25
21,35,78.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,0.0,0.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,20.0,10.0,n100r5
1,5,18.0,8.0,n500r25
8,5,20.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,24.0,10.0,n500r25
1,15,14.0,14.0,n100r5
3,15,26.0,22.0,n100r5
5,15,30.0,28.0,n100r5
1,15,44.0,26.0,n500r25
8,15,36.0,30.0,n500r25
15,15,48.0,30.0,n500r25
21,15,40.0,30.0,n500r25
1,20,24.0,24.0,n100r5
3,20,36.0,30.0,n100r5
5,20,38.0,36.0,n100r5
1,20,34.0,24.0,n500r25
8,20,84.0,50.0,n500r25
15,20,50.0,40.0,n500r25
21,20,84.0,56.0,n500r25
1,35,18.0,16.0,n100r5
3,35,34.0,34.0,n100r5
5,35,50.0,48.0,n100r5
1,35,54.0,42.0,n500r25
8,35,76.0,62.0,n500r25
15,35,106.0,80.0,n500r25
21,35,96.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,12.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,8.0,8.0,n100r5
3,5,8.0,6.0,n100r5
5,5,10.0,10.0,n100r5
1,5,2.0,2.0,n500r25
8,5,18.0,10.0,n500r25
15,5,10.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,24.0,22.0,n100r5
3,15,30.0,28.0,n100r5
5,15,34.0,34.0,n100r5
1,15,44.0,28.0,n500r25
8,15,66.0,50.0,n500r25
15,15,30.0,30.0,n500r25
21,15,44.0,30.0,n500r25
1,20,20.0,18.0,n100r5
3,20,26.0,24.0,n100r5
5,20,38.0,32.0,n100r5
1,20,44.0,28.0,n500r25
8,20,60.0,38.0,n500r25
15,20,56.0,40.0,n500r25
21,20,38.0,38.0,n500r25
1,35,34.0,32.0,n100r5
3,35,42.0,38.0,n100r5
5,35,70.0,66.0,n100r5
1,35,28.0,28.0,n500r25
8,35,96.0,82.0,n500r25
15,35,74.0,62.0,n500r25
21,35,118.0,78.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,10.0,10.0,n100r5
5,5,12.0,10.0,n100r5
1,5,10.0,10.0,n500r25
8,5,10.0,10.0,n500r25
15,5,46.0,28.0,n500r25
21,5,20.0,10.0,n500r25
1,15,20.0,12.0,n100r5
3,15,24.0,24.0,n100r5
5,15,28.0,26.0,n100r5
1,15,30.0,20.0,n500r25
8,15,-1.0,42.0,n500r25
15,15,60.0,48.0,n500r25
21,15,42.0,28.0,n500r25
1,20,26.0,26.0,n100r5
3,20,20.0,20.0,n100r5
5,20,32.0,32.0,n100r5
1,20,32.0,22.0,n500r25
8,20,76.0,62.0,n500r25
15,20,56.0,40.0,n500r25
21,20,-1.0,62.0,n500r25
1,35,24.0,22.0,n100r5
3,35,62.0,60.0,n100r5
5,35,50.0,48.0,n100r5
1,35,42.0,32.0,n500r25
8,35,82.0,70.0,n500r25
15,35,74.0,68.0,n500r25
21,35,86.0,76.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,0.0,0.0,n100r5
1,1,12.0,2.0,n500r25
8,1,2.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,12.0,10.0,n100r5
3,5,12.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,30.0,16.0,n500r25
8,5,30.0,20.0,n500r25
15,5,20.0,10.0,n500r25
21,5,14.0,10.0,n500r25
1,15,14.0,12.0,n100r5
3,15,24.0,24.0,n100r5
5,15,32.0,28.0,n100r5
1,15,28.0,18.0,n500r25
8,15,36.0,26.0,n500r25
15,15,50.0,38.0,n500r25
21,15,26.0,26.0,n500r25
1,20,14.0,12.0,n100r5
3,20,30.0,30.0,n100r5
5,20,34.0,30.0,n100r5
1,20,62.0,24.0,n500r25
8,20,48.0,38.0,n500r25
15,20,60.0,38.0,n500r25
21,20,54.0,40.0,n500r25
1,35,46.0,44.0,n100r5
3,35,56.0,50.0,n100r5
5,35,58.0,54.0,n100r5
1,35,30.0,28.0,n500r25
8,35,92.0,78.0,n500r25
15,35,112.0,78.0,n500r25
21,35,88.0,70.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,4.0,2.0,n100r5
1,1,26.0,2.0,n500r25
8,1,14.0,2.0,n500r25
15,1,14.0,2.0,n500r25
21,1,12.0,2.0,n500r25
1,5,10.0,10.0,n100r5
3,5,26.0,26.0,n100r5
5,5,10.0,10.0,n100r5
1,5,8.0,8.0,n500r25
8,5,20.0,10.0,n500r25
15,5,20.0,10.0,n500r25
21,5,20.0,10.0,n500r25
1,15,14.0,12.0,n100r5
3,15,34.0,36.0,n100r5
5,15,26.0,24.0,n100r5
1,15,32.0,24.0,n500r25
8,15,36.0,34.0,n500r25
15,15,44.0,38.0,n500r25
21,15,60.0,40.0,n500r25
1,20,16.0,14.0,n100r5
3,20,38.0,36.0,n100r5
5,20,32.0,32.0,n100r5
1,20,56.0,30.0,n500r25
8,20,54.0,42.0,n500r25
15,20,74.0,36.0,n500r25
21,20,66.0,40.0,n500r25
1,35,38.0,36.0,n100r5
3,35,72.0,60.0,n100r5
5,35,70.0,52.0,n100r5
1,35,36.0,36.0,n500r25
8,35,78.0,68.0,n500r25
15,35,134.0,86.0,n500r25
21,35,-1.0,96.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,4.0,2.0,n100r5
1,1,16.0,6.0,n500r25
8,1,2.0,2.0,n500r25
15,1,12.0,2.0,n500r25
21,1,2.0,2.0,n500r25
1,5,8.0,8.0,n100r5
3,5,8.0,8.0,n100r5
5,5,10.0,10.0,n100r5
1,5,22.0,18.0,n500r25
8,5,20.0,10.0,n500r25
15,5,6.0,6.0,n500r25
21,5,36.0,20.0,n500r25
1,15,16.0,14.0,n100r5
3,15,20.0,20.0,n100r5
5,15,32.0,30.0,n100r5
1,15,32.0,22.0,n500r25
8,15,68.0,48.0,n500r25
15,15,52.0,38.0,n500r25
21,15,36.0,28.0,n500r25
1,20,32.0,32.0,n100r5
3,20,40.0,30.0,n100r5
5,20,36.0,34.0,n100r5
1,20,40.0,26.0,n500r25
8,20,60.0,52.0,n500r25
15,20,56.0,42.0,n500r25
21,20,38.0,38.0,n500r25
1,35,24.0,22.0,n100r5
3,35,56.0,56.0,n100r5
5,35,66.0,62.0,n100r5
1,35,42.0,32.0,n500r25
8,35,70.0,70.0,n500r25
15,35,80.0,62.0,n500r25
21,35,92.0,68.0,n500r25
1,1,2.0,2.0,n100r5
3,1,2.0,2.0,n100r5
5,1,2.0,2.0,n100r5
1,1,2.0,2.0,n500r25
8,1,12.0,2.0,n500r25
15,1,2.0,2.0,n500r25
21,1,30.0,2.0,n500r25
1,5,8.0,8.0,n100r5
3,5,10.0,10.0,n100r5
5,5,10.0,10.0,n100r5
1,5,20.0,10.0,n500r25
8,5,32.0,18.0,n500r25
15,5,10.0,10.0,n500r25
21,5,12.0,10.0,n500r25
1,15,20.0,20.0,n100r5
3,15,28.0,20.0,n100r5
5,15,42.0,26.0,n100r5
1,15,24.0,18.0,n500r25
8,15,40.0,30.0,n500r25
15,15,30.0,30.0,n500r25
21,15,84.0,38.0,n500r25
1,20,20.0,18.0,n100r5
3,20,28.0,28.0,n100r5
5,20,34.0,32.0,n100r5
1,20,26.0,26.0,n500r25
8,20,54.0,42.0,n500r25
15,20,60.0,40.0,n500r25
21,20,80.0,40.0,n500r25
1,35,44.0,38.0,n100r5
3,35,64.0,60.0,n100r5
5,35,62.0,54.0,n100r5
1,35,46.0,34.0,n500r25
8,35,84.0,64.0,n500r25
15,35,98.0,66.0,n500r25
21,35,-1.0,88.0,n500r25
